mira_id
70
82
87
89
121
208
236
252
262
273
310
315
321
358
364
400
413
423
466
524
553
577
578
615
617
639
663
712
714
719
721
754
759
791
844
857
868
976
1003
1050
1058
1170
1237
1252
1295
1328
1347
1350
1453
1644
1676
1679
1686
1687
1706
1715
1729
1789
1794
1812
1818
1824
1880
1970
2017
2036
2051
2064
2099
2103
2105
2112
2114
2123
2136
2185
2195
2205
2217
2234
2327
2351
2492
2615
2666
3581
3650
4302
4355
4581
5302
5359
5369
5524
5917
5997
6062
6213
6298
6321
6335
6359
6395
6396
6400
14798
14825
14836
14848
14852
14874
14881
14953
14995
15025
15061
15068
15113
15122
15136
15167
15339
15371
15396
15434
15439
15440
15499
15521
15529
15546
15634
15927
16012
16015
16032
16034
16042
16091
16103
16123
16183
16215
16269
16307
16323
16332
16391
16429
16447
16472
16525
16527
16547
16629
16660
16691
16844
16918
17019
17054
17093
17127
17146
17157
17180
17211
17221
17245
17298
17310
17319
17436
17457
17490
17531
18807
18829
18843
18852
18917
18970
18979
19691
19984
20221
20402
20454
20470
20515
20639
20662
20790
21029
21170
22009
22200
22395
22507
22683
22884
23050
23125
23164
23349
23418
23843
23860
23897
23920
23948
24196
24213
24303
24314
24429
24723
24798
24800
24843
24855
24968
24972
25178
25317
25338
25380
25442
25536
25605
25646
25820
25842
25848
25897
25933
26033
26040
26202
26225
26232
26276
26341
26350
26635
26641
26652
26653
26728
26753
26964
27351
27362
27370
27397
27441
27454
27508
27616
28125
28129
28130
28139
28177
28212
28487
